disease,id,c,d,e,f,g,h,i
Trismus,MESH:D014313,,"Spasmodic contraction of the masseter muscle resulting in forceful jaw closure. This may be seen with a variety of diseases, including TETANUS, as a complication of radiation therapy, trauma, or in association with neoplastic conditions.",MESH:D013035,C10.597.613.750.700|C23.888.592.608.750.700,C10.597.613.750|C23.888.592.608.750,"Lockjaw|Lock Jaw|Masseter Muscle Spasm|Masseter Muscle Spasms|Masseter Spasm|Masseter Spasms|Muscle Spasm, Masseter|Muscle Spasms, Masseter|Spasm, Masseter|Spasm, Masseter Muscle|Spasms, Masseter|Spasms, Masseter Muscle",Nervous system disease|Signs and symptoms
Trisomy,MESH:D014314,,The possession of a third chromosome of any one type in an otherwise diploid cell.,MESH:D000782|MESH:D058674,C23.550.210.050.750|C23.550.210.182.500,C23.550.210.050|C23.550.210.182,"Chromosomal Triplication|Chromosomal Triplications|Partial Trisomies|Partial Trisomy|Trisomies|Trisomies, Partial|Trisomy, Partial",Pathology (process)
Trisomy 13 Syndrome,MESH:D000073839,DO:DOID:11665,"A chromosome disorder associated with TRISOMY of all or part of CHROMOSOME 13. Clinical manifestations include CONGENITAL HEART DEFECTS (e.g., PATENT DUCTUS ARTERIOSUS), facial malformations (e.g., CLEFT LIP; CLEFT PALATE; COLOBOMA; MICROPHTHALMIA); HYPOTONIA, digit malformations (e.g., POLYDACTYLY or SYNDACTYLY), and SEIZURES and severe INTELLECTUAL DISABILITY associated with NERVOUS SYSTEM MALFORMATIONS.",MESH:D000015|MESH:D006330|MESH:D008607|MESH:D025063,C10.597.606.360.835|C14.240.400.970|C14.280.400.970|C16.131.077.919|C16.131.240.400.965|C16.131.260.923|C16.320.180.923,C10.597.606.360|C14.240.400|C14.280.400|C16.131.077|C16.131.240.400|C16.131.260|C16.320.180,"Bartholin Patau Syndrome|Bartholin-Patau Syndrome|Chromosome 13 Duplication|Chromosome 13 Duplications|Chromosome 13 Trisomy Syndrome|Complete Trisomy 13 Syndrome|Duplication, Chromosome 13|Mosaic Trisomy 13 Syndrome|Patau's Syndrome|Pataus Syndrome|Patau Syndrome|Trisomy 13|Trisomy 13 Syndromes",Cardiovascular disease|Congenital abnormality|Genetic disease (inborn)|Nervous system disease
Trisomy 18-Like Syndrome,MESH:C563382,,,MESH:D000015|MESH:D014314|MESH:D025063,C16.131.077/C563382|C16.131.260/C563382|C16.320.180/C563382|C23.550.210.050.750/C563382|C23.550.210.182.500/C563382,C16.131.077|C16.131.260|C16.320.180|C23.550.210.050.750|C23.550.210.182.500,,Congenital abnormality|Genetic disease (inborn)|Pathology (process)
Trisomy 18 Syndrome,MESH:D000073842,DO:DOID:1085,A chromosome disorder associated with TRISOMY of all or part of CHROMOSOME 18. Clinical manifestations include INTRAUTERINE GROWTH RETARDATION; CLEFT PALATE; CONGENITAL HEART DEFECTS; MICROCEPHALY; MICROGNATHIA and clenched fists with overlapping fingers. Most affected fetuses do not survive to birth. Those who survive through their first year often have severe INTELLECTUAL DISABILITY.,MESH:D000015|MESH:D006330|MESH:D025063,C14.240.400.975|C14.280.400.975|C16.131.077.929|C16.131.240.400.968|C16.131.260.932|C16.320.180.932,C14.240.400|C14.280.400|C16.131.077|C16.131.240.400|C16.131.260|C16.320.180,Complete Trisomy 18 Syndrome|Edwards Syndrome|Mosaic Trisomy 18 Syndrome|Trisomy 18|Trisomy 18 Syndromes|Trisomy E Syndrome,Cardiovascular disease|Congenital abnormality|Genetic disease (inborn)
Trisomy 20p,MESH:C535371,,,MESH:D014314,C23.550.210.050.750/C535371|C23.550.210.182.500/C535371,C23.550.210.050.750|C23.550.210.182.500,"Chromosome 20, duplication 20p|Duplication 20p",Pathology (process)
Trisomy 22 mosaicism syndrome,MESH:C536796,,,MESH:D014314|MESH:D024182|MESH:D025063,C16.131.260/C536796|C16.320.180/C536796|C23.550.210.050.750/C536796|C23.550.210.182.500/C536796|C23.550.210.645.890/C536796,C16.131.260|C16.320.180|C23.550.210.050.750|C23.550.210.182.500|C23.550.210.645.890,Chromosome 22 trisomy mosaic|Trisomy 22 mosaic|Trisomy mosaic 22|Uniparental disomy of 22,Congenital abnormality|Genetic disease (inborn)|Pathology (process)
TRITANOPIA,OMIM:190900,DO:DOID:11661,,MESH:D003117,C10.597.751.941.256/190900|C11.270.151.500/190900|C11.966.256/190900|C23.888.592.763.941.256/190900,C10.597.751.941.256|C11.270.151.500|C11.966.256|C23.888.592.763.941.256,"BLUE COLORBLINDNESS|CBT|COLORBLINDNESS, TRITAN|COLORBLINDNESS, TRITANOPIC",Eye disease|Nervous system disease|Signs and symptoms
"Trochlea of the Humerus, Aplasia of",MESH:C566022,,,MESH:D001847,C05.116/C566022,C05.116,,Musculoskeletal disease
Trochlear Nerve Diseases,MESH:D020432,DO:DOID:13864,"Diseases of the fourth cranial (trochlear) nerve or its nucleus in the midbrain. The nerve crosses as it exits the midbrain dorsally and may be injured along its course through the intracranial space, cavernous sinus, superior orbital fissure, or orbit. Clinical manifestations include weakness of the superior oblique muscle which causes vertical DIPLOPIA that is maximal when the affected eye is adducted and directed inferiorly. Head tilt may be seen as a compensatory mechanism for diplopia and rotation of the visual axis. Common etiologies include CRANIOCEREBRAL TRAUMA and INFRATENTORIAL NEOPLASMS.",MESH:D003389,C10.292.850,C10.292,"Cranial Nerve IV Diseases|Fourth Cranial Nerve Diseases|Fourth Cranial Nerve Palsy|Fourth Nerve Palsies|Fourth Nerve Palsy|Myokymias, Superior Oblique|Myokymia, Superior Oblique|Neurogenic Superior Oblique Palsy|Neuropathies, Trochlear|Neuropathy, Trochlear|Palsies, Fourth Nerve|Palsies, Trochlear Nerve|Palsy, Fourth Nerve|Palsy, Trochlear Nerve|Superior Oblique Myokymia|Superior Oblique Myokymias|Superior Oblique Palsy, Neurogenic|Trochlear Nerve Disease|Trochlear Nerve Disorder|Trochlear Nerve Disorders|Trochlear Nerve Palsies|Trochlear Nerve Palsy|Trochlear Neuropathies|Trochlear Neuropathy",Nervous system disease
Trochlear Nerve Injuries,MESH:D061247,,Traumatic injuries to the TROCHLEAR NERVE.,MESH:D020209,C10.292.200.906|C10.900.300.218.831|C26.915.300.400.868,C10.292.200|C10.900.300.218|C26.915.300.400,"Avulsions, Trochlear Nerve|Avulsion, Trochlear Nerve|Contusions, Trochlear Nerve|Contusion, Trochlear Nerve|Cranial Nerve IV Injury|Fourth Cranial Nerve Injuries|Fourth Cranial Nerve Injury|Fourth-Nerve Palsies, Traumatic|Fourth Nerve Palsy, Traumatic|Fourth-Nerve Palsy, Traumatic|Fourth Nerve Trauma|Fourth-Nerve Trauma|Fourth-Nerve Traumas|Injuries, Trochlear Nerve|Injury, Cranial Nerve IV|Injury, Fourth Cranial Nerve|Injury, Trochlear Nerve|Nerve Avulsions, Trochlear|Nerve Avulsion, Trochlear|Nerve Contusions, Trochlear|Nerve Contusion, Trochlear|Nerve Injuries, Trochlear|Nerve Injury, Trochlear|Nerve Transections, Trochlear|Nerve Transection, Trochlear|Nerve Traumas, Trochlear|Nerve Trauma, Trochlear|Neuropathies, Traumatic Trochlear|Neuropathy, Traumatic Trochlear|Palsies, Traumatic Fourth-Nerve|Palsy, Traumatic Fourth-Nerve|Transections, Trochlear Nerve|Transection, Trochlear Nerve|Trauma, Fourth-Nerve|Traumas, Fourth-Nerve|Traumas, Trochlear Nerve|Traumatic Fourth-Nerve Palsies|Traumatic Fourth Nerve Palsy|Traumatic Fourth-Nerve Palsy|Traumatic Trochlear Neuropathies|Traumatic Trochlear Neuropathy|Trauma, Trochlear Nerve|Trochlear Nerve Avulsion|Trochlear Nerve Avulsions|Trochlear Nerve Contusion|Trochlear Nerve Contusions|Trochlear Nerve Injury|Trochlear Nerve Transection|Trochlear Nerve Transections|Trochlear Nerve Trauma|Trochlear Nerve Traumas|Trochlear Neuropathies, Traumatic|Trochlear Neuropathy, Traumatic",Nervous system disease|Wounds and injuries
Trombiculiasis,MESH:D014323,DO:DOID:8399,"Infestation with mites of the genus Trombicula, whose larvae carry the rickettsial agent of scrub typhus.",MESH:D008924,C01.610.858.211.480.869,C01.610.858.211.480,Trombiculiases,Parasitic disease
Trophoblastic Neoplasms,MESH:D014328,DO:DOID:4085,"Trophoblastic growth, which may be gestational or nongestational in origin. Trophoblastic neoplasia resulting from pregnancy is often described as gestational trophoblastic disease to distinguish it from germ cell tumors which frequently show trophoblastic elements, and from the trophoblastic differentiation which sometimes occurs in a wide variety of epithelial cancers. Gestational trophoblastic growth has several forms, including HYDATIDIFORM MOLE and CHORIOCARCINOMA. (From Holland et al., Cancer Medicine, 3d ed, p1691)",MESH:D009373|MESH:D011252,C04.557.465.955|C04.850.908|C12.050.703.720.949,C04.557.465|C04.850|C12.050.703.720,"Cancers, Trophoblast|Cancers, Trophoblastic|Cancer, Trophoblast|Cancer, Trophoblastic|Neoplasms, Trophoblast|Neoplasms, Trophoblastic|Neoplasm, Trophoblast|Neoplasm, Trophoblastic|Trophoblast Cancer|Trophoblast Cancers|Trophoblastic Cancer|Trophoblastic Cancers|Trophoblastic Neoplasm|Trophoblastic Tumor|Trophoblastic Tumors|Trophoblast Neoplasm|Trophoblast Neoplasms|Trophoblast Tumor|Trophoblast Tumors|Tumors, Trophoblast|Tumors, Trophoblastic|Tumor, Trophoblast|Tumor, Trophoblastic",Cancer|Pregnancy complication
"Trophoblastic Tumor, Placental Site",MESH:D018245,DO:DOID:3596,"An uncommon variant of CHORIOCARCINOMA. It is composed almost entirely of mononuclear cytotrophoblasts (TROPHOBLASTS). Because its secretion of hCG (CHORIONIC GONADOTROPIN) is low, a large tumor may develop before the hCG can be detected.",MESH:D002822,C04.557.465.955.207.875|C04.557.470.200.025.455.875|C04.850.908.208.875|C12.050.703.720.949.208.875,C04.557.465.955.207|C04.557.470.200.025.455|C04.850.908.208|C12.050.703.720.949.208,"Placental Site Trophoblastic Tumor|Placental-Site Trophoblastic Tumor|Placental-Site Trophoblastic Tumors|Placental Trophoblastic Tumor|Placental Trophoblastic Tumors|Trophoblastic Tumor, Placental|Trophoblastic Tumor, Placental-Site|Trophoblastic Tumors, Placental|Trophoblastic Tumors, Placental-Site|Tumor, Placental-Site Trophoblastic|Tumor, Placental Trophoblastic|Tumors, Placental-Site Trophoblastic|Tumors, Placental Trophoblastic",Cancer|Pregnancy complication
Tropical Calcific Pancreatitis,MESH:C564276,OMIM:608189,,MESH:D002114|MESH:D050500,C06.689.750.830/C564276|C18.452.174.130/C564276|C23.550.291.500.750/C564276,C06.689.750.830|C18.452.174.130|C23.550.291.500.750,TCP,Digestive system disease|Metabolic disease|Pathology (process)
Trueb Burg Bottani syndrome,MESH:C536565,,,MESH:D004476|MESH:D013576|MESH:D056734,C05.116.099.370.894.819/C536565|C05.660.585.800/C536565|C05.660.906.819/C536565|C16.131.077.350/C536565|C16.131.077.592/C536565|C16.131.621.585.800/C536565|C16.131.621.906.819/C536565|C16.131.831.350/C536565|C16.320.850.250/C536565|C16.320.850.647/C536565|C17.800.329.984/C536565|C17.800.804.350/C536565|C17.800.827.250/C536565|C17.800.827.602/C536565,C05.116.099.370.894.819|C05.660.585.800|C05.660.906.819|C16.131.077.350|C16.131.077.592|C16.131.621.585.800|C16.131.621.906.819|C16.131.831.350|C16.320.850.250|C16.320.850.647|C17.800.329.984|C17.800.804.350|C17.800.827.250|C17.800.827.602,Ectodermal dysplasia with corkscrew hairs|Tricho-odonto-onychodysplasia with syndactyly,Congenital abnormality|Genetic disease (inborn)|Musculoskeletal disease|Skin disease
"Truncus Arteriosus, Persistent",MESH:D014339,,"A congenital anomaly caused by the failed development of TRUNCUS ARTERIOSUS into separate AORTA and PULMONARY ARTERY. It is characterized by a single arterial trunk that forms the outlet for both HEART VENTRICLES and gives rise to the systemic, pulmonary, and coronary arteries. It is always accompanied by a ventricular septal defect.",MESH:D001028,C14.240.400.560.098.500|C14.280.400.560.098.500|C16.131.240.400.560.098.500,C14.240.400.560.098|C14.280.400.560.098|C16.131.240.400.560.098,"Arteriosus Communis, Truncus|Persistent Truncus Arteriosus|Truncus Arteriosus Communi|Truncus Arteriosus Communis",Cardiovascular disease|Congenital abnormality
Trypanosomiasis,MESH:D014352,DO:DOID:10113,Infection with protozoa of the genus TRYPANOSOMA.,MESH:D056986,C01.610.752.300.900,C01.610.752.300,Trypanosomiases,Parasitic disease
"Trypanosomiasis, African",MESH:D014353,DO:DOID:10112,"A disease endemic among people and animals in Central Africa. It is caused by various species of trypanosomes, particularly T. gambiense and T. rhodesiense. Its second host is the TSETSE FLY. Involvement of the central nervous system produces 'African sleeping sickness.' Nagana is a rapidly fatal trypanosomiasis of horses and other animals.",MESH:D000079426|MESH:D014352,C01.610.752.300.900.719|C01.920.937,C01.610.752.300.900|C01.920,"African Sleeping Sickness|African Sleeping Sicknesses|African Trypanosomiases|African Trypanosomiasis|Nagana|Sickness, African Sleeping|Sicknesses, African Sleeping|Sleeping Sickness, African|Sleeping Sicknesses, African|Trypanosomiases, African",Parasitic disease
"Trypanosomiasis, Bovine",MESH:D014354,,Infection in cattle caused by various species of trypanosomes.,MESH:D002418|MESH:D011529|MESH:D014352,C01.610.701.688.896|C01.610.752.300.900.802|C01.610.752.625.896|C22.196.888|C22.674.710.896,C01.610.701.688|C01.610.752.300.900|C01.610.752.625|C22.196|C22.674.710,"Bovine Trypanosomiases|Bovine Trypanosomiasis|Trypanosomiases, Bovine",Animal disease|Parasitic disease
Trypophobia,MESH:C000719219,,,MESH:D010698,F03.080.725/C000719219,F03.080.725,"Fear of holes|Phobia, holes",Mental disorder
TRYPSINOGEN DEFICIENCY,OMIM:614044,,,MESH:D008661,C16.320.565/614044|C18.452.648/614044,C16.320.565|C18.452.648,,Genetic disease (inborn)|Metabolic disease
Tryptophanuria With Dwarfism,MESH:C562658,,,MESH:D000592|MESH:D001259|MESH:D004392|MESH:D008607,C05.116.099.343/C562658|C10.597.350.090/C562658|C10.597.606.360/C562658|C16.320.240/C562658|C16.320.565.100/C562658|C18.452.648.100/C562658|C19.297/C562658|C23.888.592.350.090/C562658|C23.888.592.604.646/C562658|F03.625.539/C562658,C05.116.099.343|C10.597.350.090|C10.597.606.360|C16.320.240|C16.320.565.100|C18.452.648.100|C19.297|C23.888.592.350.090|C23.888.592.604.646|F03.625.539,,Endocrine system disease|Genetic disease (inborn)|Mental disorder|Metabolic disease|Musculoskeletal disease|Nervous system disease|Signs and symptoms
"Tsc2 Angiomyolipomas, Renal, Modifier Of",MESH:C567682,,,MESH:D014402|MESH:D018207|MESH:D052177,C04.445.810/C567682|C04.557.450.550.125/C567682|C04.557.450.692.249/C567682|C04.651.800/C567682|C04.700.700/C567682|C10.500.507.400.750/C567682|C10.562.850/C567682|C10.574.500.865/C567682|C12.050.351.968.419.403/C567682|C12.200.777.419.403/C567682|C12.950.419.403/C567682|C16.131.666.507.400.750/C567682|C16.320.400.880/C567682|C16.320.700.700/C567682,C04.445.810|C04.557.450.550.125|C04.557.450.692.249|C04.651.800|C04.700.700|C10.500.507.400.750|C10.562.850|C10.574.500.865|C12.050.351.968.419.403|C12.200.777.419.403|C12.950.419.403|C16.131.666.507.400.750|C16.320.400.880|C16.320.700.700,,Cancer|Congenital abnormality|Genetic disease (inborn)|Nervous system disease|Urogenital disease (female)|Urogenital disease (male)
Tsukahara Syndrome,MESH:C566376,,,MESH:D000015|MESH:D006130|MESH:D008607|MESH:D008831|MESH:D012600|MESH:D013580,C05.116.099.370.894/C566376|C05.116.900.800.875/C566376|C05.660.207.620/C566376|C05.660.906/C566376|C10.500.507.400.500/C566376|C10.597.606.360/C566376|C16.131.077/C566376|C16.131.621.207.620/C566376|C16.131.621.906/C566376|C16.131.666.507.400.500/C566376|C23.550.393/C566376|C23.888.592.604.646/C566376|F03.625.539/C566376,C05.116.099.370.894|C05.116.900.800.875|C05.660.207.620|C05.660.906|C10.500.507.400.500|C10.597.606.360|C16.131.077|C16.131.621.207.620|C16.131.621.906|C16.131.666.507.400.500|C23.550.393|C23.888.592.604.646|F03.625.539,"Radioulnar Synostosis with Microcephaly, Short Stature, Scoliosis, and Mental Retardation",Congenital abnormality|Mental disorder|Musculoskeletal disease|Nervous system disease|Pathology (process)|Signs and symptoms
Tuberculoma,MESH:D014375,DO:DOID:399,A tumor-like mass resulting from the enlargement of a tuberculous lesion.,MESH:D014376,C01.150.252.410.040.552.846.493,C01.150.252.410.040.552.846,Tuberculomas,Bacterial infection or mycosis
"Tuberculoma, Intracranial",MESH:D016862,DO:DOID:1638,"A well-circumscribed mass composed of tuberculous granulation tissue that may occur in the cerebral hemispheres, cerebellum, brain stem, or perimeningeal spaces. Multiple lesions are quite common. Management of intracranial manifestations vary with lesion site. Intracranial tuberculomas may be associated with SEIZURES, focal neurologic deficits, and INTRACRANIAL HYPERTENSION. Spinal cord tuberculomas may be associated with localized or radicular pain, weakness, sensory loss, and incontinence. Tuberculomas may arise as OPPORTUNISTIC INFECTIONS, but also occur in immunocompetent individuals.",MESH:D014375|MESH:D020306,C01.150.252.223.850.400|C01.150.252.410.040.552.846.493.400|C01.150.252.410.040.552.846.617.200.300|C01.207.180.850.400|C10.228.228.180.850.400,C01.150.252.223.850|C01.150.252.410.040.552.846.493|C01.150.252.410.040.552.846.617.200|C01.207.180.850|C10.228.228.180.850,"Abscess, Tubercular, Intracranial|Intracranial Tuberculoma",Bacterial infection or mycosis|Nervous system disease
Tuberculosis,MESH:D014376,,Any of the infectious diseases of man and other animals caused by species of MYCOBACTERIUM TUBERCULOSIS.,MESH:D009164,C01.150.252.410.040.552.846,C01.150.252.410.040.552,"Infection, Mycobacterium tuberculosis|Infections, Mycobacterium tuberculosis|Koch Disease|Koch's Disease|Kochs Disease|Mycobacterium tuberculosis Infection|Mycobacterium tuberculosis Infections|Tuberculoses",Bacterial infection or mycosis
"Tuberculosis, Avian",MESH:D014379,,"A variety of TUBERCULOSIS affecting various birds, including chickens and ducks. It is caused by MYCOBACTERIUM AVIUM and characterized by tubercles consisting principally of epithelioid cells.",MESH:D001715|MESH:D014376,C01.150.252.410.040.552.846.516|C22.131.921,C01.150.252.410.040.552.846|C22.131,"Avian Tuberculoses|Avian Tuberculosis|Tuberculoses, Avian",Animal disease|Bacterial infection or mycosis
"Tuberculosis, Bovine",MESH:D014380,,An infection of cattle caused by MYCOBACTERIUM BOVIS. It is transmissible to man and other animals.,MESH:D002418|MESH:D014376,C01.150.252.410.040.552.846.538|C22.196.927,C01.150.252.410.040.552.846|C22.196,"Bovine Tuberculoses|Bovine Tuberculosis|Tuberculoses, Bovine",Animal disease|Bacterial infection or mycosis
"Tuberculosis, Cardiovascular",MESH:D014381,DO:DOID:0060570,Pathological conditions of the CARDIOVASCULAR SYSTEM caused by infection of MYCOBACTERIUM TUBERCULOSIS. Tuberculosis involvement may include the HEART; the BLOOD VESSELS; or the PERICARDIUM.,MESH:D000092225|MESH:D053821,C01.150.252.410.040.552.846.617.150|C01.190.750|C14.260.750,C01.150.252.410.040.552.846.617|C01.190|C14.260,"Cardiovascular Tuberculoses|Cardiovascular Tuberculosis|Tuberculoses, Cardiovascular",Bacterial infection or mycosis|Cardiovascular disease
"Tuberculosis, Central Nervous System",MESH:D020306,,"Tuberculosis of the brain, spinal cord, or meninges (TUBERCULOSIS, MENINGEAL), most often caused by MYCOBACTERIUM TUBERCULOSIS and rarely by MYCOBACTERIUM BOVIS. The infection may be limited to the nervous system or coexist in other organs (e.g., TUBERCULOSIS, PULMONARY). The organism tends to seed the meninges causing a diffuse meningitis and leads to the formation of TUBERCULOMA, which may occur within the brain, spinal cord, or perimeningeal spaces. Tuberculous involvement of the vertebral column (TUBERCULOSIS, SPINAL) may result in nerve root or spinal cord compression. (From Adams et al., Principles of Neurology, 6th ed, pp717-20)",MESH:D000092225|MESH:D020806,C01.150.252.223.850|C01.150.252.410.040.552.846.617.200|C01.207.180.850|C10.228.228.180.850,C01.150.252.223|C01.150.252.410.040.552.846.617|C01.207.180|C10.228.228.180,Central Nervous System Tuberculosis,Bacterial infection or mycosis|Nervous system disease
