entity1	theme	entity2
4-pba	treatment	ers
25-hydroxyvitamin_d	treatment	inflammatory_bowel_diseases
17-aag	treatment	tumor
5-aminosalicylic_acid	treatment	ibd
2-chloroadenosine	treatment	ado
15-hete	treatment	atopic_asthma
17-aag	treatment	toxicity
3-aminobenzamide	treatment	spinal_cord_injury
5-aminosalicylate	treatment	inflammatory_bowel_disease
2-acetylaminofluorene	treatment	acute_damage
13n-ammonia_and_18f-fdg	treatment	ami
1-oleoyl-acetyl-sn-glycerol	treatment	protein_kinase_c
3-hydroxybutyrate	treatment	type
2-mercaptoethanesulfonate	treatment	tumor
3,4-methylenedioxymethamphetamine	treatment	seizure
4-phenylbutyrate	treatment	byler_disease
11-ocs	treatment	traumatic_shock
12-o-tetradecanoyl-phorbol-13-acetate	treatment	epidermal_hyperplasia
25-hydroxyvitamin_d	treatment	compensatory_hyperparathyroidism
2-deoxy-d-glucose	treatment	mi
2-heptylcyclopentanone	treatment	toxicity
5-aminolevulinic_acid	treatment	skin_lesions
5-aminosalicylic_acid	treatment	colon_cancer
18f-fdg	treatment	aortic_aneurysms
2-cda	treatment	lymphocytopenia
2,3,7,8-tetrachlorodibenzo-p-dioxin	treatment	toxicity
186re-hedp	treatment	painful_bone_metastases
1-sar-8-ile-angiotensin_ii	treatment	hypertension
4-hydroxynonenal	treatment	malaria_anemia
19-noraldosterone	treatment	hypertensive
18fdg	treatment	erdheim-chester_disease
5-aminolevulinic_acid	treatment	toxicity
1a,25-hydroxycholecalciferol	treatment	aml
18-hydroxy-deoxycorticosterone	treatment	hypertension
18f-dopa	treatment	brain_tumor
20-hydroxyeicosatetraeonic_acid	treatment	hypertension
2,4,6-trinitrobenzene_sulfonic	treatment	visceral_hypersensitivity
2-dg	treatment	gastric_lesions
2-o-tetradecanoylphorbol_13-acetate	treatment	pkc
1-methyl-3-nitro-1-nitrosoguanidine	treatment	gastric_cancer
2,3-butanedione_2-monoxime	treatment	tension
3h-imipramine	treatment	depressed
2-deoxy-d-glucose	treatment	cancer
2-oa	treatment	hcv_infection
5-aminosalicylic_acid	treatment	vascular_injury
13-cis-retinoic_acid	treatment	heterotopic_ossification
2-nitroimidazole	treatment	tumors
20-methylcholanthrene	treatment	amyloidosis
2,4-diaminoazobenzene-n4-sulfanilamide	treatment	erythrolytic_nephrosis
123i-bmipp	treatment	mitochondrial_myopathy
2,3-diphosphoglycerate	treatment	anemia
2-me	treatment	cytotoxicity
13,14-dihydro-15-keto-pge2	treatment	dka
1-beta-d-arabinofuranosylcytosine	treatment	tumors
4-np	treatment	liver_injury
2-eha	treatment	sbcadd
2-mercaptopropionylglycine	treatment	hepatitis
1,6-diene	treatment	rcm
4-nitroquinoline_1-oxide	treatment	chromosome_aberrations
131cscl	treatment	detection_of_breast_disease
3b-hydroxysteroid	treatment	breast_cancer
2-me	treatment	vascular_malformations
3-hydroxy-3-methylglutaryl_coenzyme_a	treatment	memory_loss
3h-thymidine	treatment	vesicular_stomatitis
1,3-d	treatment	liver_carcinogenesis
1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine	treatment	neurotoxins
5,7-dihydroxy-3,6,8-trimethoxy-2-phenyl-4h-chromen-4-one	treatment	carcinomas
1,1-diphenyl-2-picrylhydrazyl	treatment	antioxidant_activity
17dv	treatment	hiv-infected
25-hydroxycholesterol	treatment	hepatoma
1alpha-hydroxyvitamin_d3	treatment	chronic_renal_failure
2,4-di-diethylamino-ethoxydesoxybenzoine_sulfate	treatment	schistosomiasis
18f-fluorodeoxyglucose-pet	treatment	cancer
3-o-acetyloleanolic_acid	treatment	colon_carcinoma
25oh-vitamin_d3	treatment	imt
2-mercaptopropionylglycine	treatment	cystinuria
2-methoxy-p-phenylenediamine	treatment	necrosis
12-methyltridecanal	treatment	oavs
18f-fdg	treatment	vascular_inflammation
17beta-estradiol	treatment	cerebral_ischemia
2,4,6-trinitrobenzene_sulfonic_acid	treatment	uc
25-hydroxycholecalciferol	treatment	deficiency_rickets
125-iodine	treatment	hypothyroidism
2-cda	treatment	neutropenia
18f-fluorodeoxyglucose	treatment	gestational_trophoblastic_tumours
2-hydrazino-4,6-dimethylpyrimidine	treatment	glial_dysfunction
4beta-phorbol_ester_12,13-dibutyrate	treatment	pkc
17-alpha_hydroxyprogesterone_caproate	treatment	obese
12139c	treatment	lung_cancer
2-dg	treatment	aml
3h-spiroperidol	treatment	kd
2-mercaptoethane_sulfonate	treatment	bladder_tumorigenesis
5-ala	treatment	skin_cancer
1,4-dichlorobenzene	treatment	nephropathy
1-beta-d-arabinofuranosylcytosine	treatment	monocytic_leukemia
25-hydroxyvitamin_d	treatment	cad
3-brpa	treatment	toxicities
2-dimethylamino-4,5,6,7-tetrabromobenzimidazole	treatment	adrenocortical_cancer
3,4-dge	treatment	peritoneal_dialysis
4-hydroperoxycyclophosphamide	treatment	neoplastic_meningitis
17-dmag	treatment	td
17-beta-estradiol	treatment	adenocarcinoma_of_the_prostate
12-o-tetra-decanoylphorbol-13-acetate	treatment	leukemia
5-ala	treatment	pre-cancers
5-aminosalicylates	treatment	uc
27ohc	treatment	chd
3-methylcholanthrene	treatment	sarcoma
3,4-dhap	treatment	atherosclerotic_lesions
4-aminopyridine	treatment	hippocampal-entorhinal_cortex_slices
1-methyl-4-phenylpyridinium	treatment	neuroblastoma
19-nor-deoxycorticosterone	treatment	hypertension
23-hydroxybetulinic_acid	treatment	cancer
4-hydroperoxycyclophosphamide	treatment	acute_myelogenous_leukemia
15-f2t-isop	treatment	oxidative_stress
2,3,5,6-tetramethylpyrazine	treatment	glioma
1,25-hydroxyvitamin_d	treatment	chronic_renal_failure
3,4-diaminopyridine	treatment	lambert-eaton_myasthenic_syndrome
5-asa	treatment	allergic_rashes
24s-ohc	treatment	neurodegenerative_diseases
3-aminobenzamide	treatment	local_inflammation
25-oh_d3	treatment	chronic_liver_disease
4-diethylaminobenzal-dehyde	treatment	ra
5-aminosalicylic_acid	treatment	distal_colitis
2,4-dinitrofluorobenzene	treatment	contact_hypersensitivity
5/9	treatment	carcinomas
27-hc	treatment	cm
1,4-gl	treatment	skin_carcinogenesis
3,4-dihydroxybenzylamine	treatment	b16_melanoma
2-methylpropylene_diol	treatment	rigidity
1-methyl-4-phenylpyridinium	treatment	parkinsonism
1,25-dhcc	treatment	primary_hyperparathyroidism
3,5-dibromosalicylaldehyde	treatment	tbi
3-r-pod	treatment	colonic_tumor
3-methylsulphonyl-dde	treatment	ddd
18f-fluorodeoxyglucose_positron	treatment	pulmonary_lesions
2-demethoxycarbonyl-2-ethoxycarbonyl-11-deoxymisoprostol	treatment	hepatitis
25-hydroxyvitamin_d	treatment	sepsis
1-mt	treatment	he
18f-fdg	treatment	skin_lesions
3h-thymidine	treatment	mammary_carcinoma
2-cyanaziridines	treatment	sarcoma
17-aag	treatment	ad
13-methoxy-15-oxozoapatlin	treatment	astrocytoma
14-deacetyleurylene	treatment	lung_cancer
1,4,5,8-naphthalene_diimide	treatment	ndi
4-aminopyridine	treatment	malignant_hyperthermia
3-hydroxyisobutyric_aciduria	treatment	brain_damage
18f-fdg	treatment	tumor
1-bp	treatment	peripheral_neuropathy
11beta-hydroxysteroid	treatment	cortisone_reductase_deficiency
3-methoxy-4-hydroxymandelic_acid	treatment	blood_loss
5-aminolevulinic_acid	treatment	sebaceous_gland_hyperplasia
4-aminobutyric_acid	treatment	metabolic_disorder
4-o-methylhonokiol	treatment	cancer
3,4-dap	treatment	fast-channel_cms
3-ma	treatment	hypopharynx_cancer
2-pebp	treatment	high-turnover_osteopenia
21-aminosteroid_u74006f	treatment	cerebral_hypoperfusion
2-brhda	treatment	eosinophils
18-oxocortisol	treatment	bilateral_hyperaldosteronism
15-methyl_prostaglandin_f2_alpha	treatment	blood_loss
3f-pcc	treatment	vte
17b-estradiol	treatment	isolated_preeclampsia
3-aipta	treatment	necrosis
4mp	treatment	overdose
1,3-dioxoindan-2-carboxylic_acid_arylamides	treatment	cancer
2-cda	treatment	leucopenia
5-ala	treatment	vulvar_intraepithelial_neoplasia
2hg	treatment	glioblastoma
25ohd	treatment	pws
2,3,7,8-tetrachlorodibenzo-p-dioxin	treatment	cleft_palate
3-hydroxy-3-methylglutaryl_coenzyme_a	treatment	cardiovascular_disease
1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine	treatment	wt
3h-thymidine	treatment	bipolar_cells
4-hpr	treatment	cin-2
4-psq	treatment	ad
17-aag	treatment	gliomas
3-hydroxykynurenine	treatment	hd
1,2,6-tri-o-galloyl-beta-d-glucopyranose	treatment	human_immunodeficiency_virus
5-aminosalicylates	treatment	inflammatory_bowel_disease
11beta-ohd	treatment	inherited_disease
2-deoxyglucose	treatment	tumors
11-mercaptoundecanoic_acid	treatment	self-assembled_monolayers
3-hexylsulfanyl-pyrazin-2-yloxy	treatment	chronic_pain
4-ap	treatment	sci
2,4-dinitrochlorobenzene	treatment	hypersensitivity
4-hydroxy-5,7-dimethoxycoumarin	treatment	cancer
1-beta-d-arabinofuranosylcytosine	treatment	breast_cancer
3sd	treatment	head_circumference
17-ketosteroid	treatment	genital_carcinoma
4-chloro-7-nitrobenzo-2-oxa-1,3-diazole	treatment	post-column_derivatization
18b-glycyrrhetinic_acid	treatment	intestinal_injury
4-hydroxy-2,2,6,6-tetramethylpiperidene-1-oxyl	treatment	cytotoxicity
2-chlorodeoxyadenosine	treatment	sah
4-aroyl-1,5-disubstituted-3-hydroxy-2h-pyrrol-2-one	treatment	hts
2-amino-2-methyl-1-tetralone	treatment	depressed_spontaneous_locomotor_activity
3_beta-hydroxysteroid	treatment	ddd
5-aminolevulinic_acid	treatment	gliomas
2-acetylaminofluorene	treatment	cancer
1,1-dichloroethylene	treatment	pulmonary_injury
239puo2	treatment	proliferative_pulmonary_lesions
2-ohe2	treatment	tumor
17a-hydroxyprogesterone_caproate	treatment	preeclampsia
17-ohpc	treatment	shortening
2-hg	treatment	brain_neoplasms
5-ala	treatment	hcc
3h-thymidine	treatment	labelling_index
2-deoxyglucose	treatment	sarcoma
4-mp	treatment	overdose
1,1-difluoroethane	treatment	acute_skeletal_fluorosis
1,25-dihydroxyvitamin_d	treatment	colorectal_tumours
17b-estradiol	treatment	lung_injury
3-amino-1,2,4-benzotriazine_1,4-dioxide	treatment	tumors
12-o-tetradecanoylphorbol-13-acetate	treatment	pkc
4-guanidinomethylbenzoic_acid_arylamides	treatment	gastric_lesions
17-ketosteroids	treatment	hypertension
25-oh-vd3	treatment	sle
5,6_dht	treatment	cytotoxicity
5-ala	treatment	meningiomas
21-ohd	treatment	cah
2-chloroadenosine	treatment	platelet_aggregation
2-methoxyestradiol	treatment	osteosarcoma
1-desamino-8-d-arginine_vasopressin	treatment	ndi
17beta-estradiol	treatment	atrophy_of_uterus
13-cis-ra	treatment	lymphomas_of_t-lineage
1alpha-hydroxycholecalciferol	treatment	osteoporotic
2-hexadecenal	treatment	c6_glioma
25-hydroxyvitamin_d2	treatment	melanoma
4-oxo_ra	treatment	retinoic_acid
2-arachidonoylglycerol	treatment	infarct-side_coronary_artery_and_radial_artery
3-o-methylfunicone	treatment	fungal_strain
4-hydroxy-3-nitro-2-quinolones	treatment	allergic_reactions
2-pmpa	treatment	allodynia
11-cis-retinal	treatment	se
2h-chromen-2-one	treatment	cooperia_punctata
2-dg	treatment	hyperphagia
2-cda	treatment	ils
2-thiouracil	treatment	malignant_melanomas
2-aaf	treatment	liver_cancer
3-methylcholanthrene	treatment	carcinoma
3-nitrotyrosine	treatment	toxicity
19-nortestosterone	treatment	azoospermia
5-aminolevulinic_acid	treatment	superficial_bladder_cancer
14-c-tryptamine	treatment	schizophrenic
24oh-ce	treatment	mci
17-hydroxyprogesterone	treatment	af
177lu-dota-tate	treatment	tumors
17b-estradiol	treatment	hypotension
4-aminopyridine	treatment	tonic-clonic_and_electrographic_seizures
1-deoxysphinganine	treatment	gsdi
25-ohd	treatment	cancer
2,2,5-trimethyl-5-pentylcyclopentanone	treatment	toxicity
17beta-estradiol	treatment	postischemic_microvascular_damage
5,12-dimethylchrysene	treatment	tumor
2,4-dichlorophenoxyactic_acid	treatment	ses
1,3-cyclohexadiene	treatment	chd
4-methyl_pyrazole	treatment	adh
3,5-t2	treatment	obesity
20,25_diazacholesterol	treatment	myotonia
25-hydroxyvitamin_d	treatment	scfe
25-hydroxycholecalciferol	treatment	tuberculosis
14c-permethrin	treatment	fabric_occlusion
2-cda	treatment	cml
25-hydroxy-vitamin_d	treatment	pd
5-aminolevulinic_acid	treatment	bile_duct_cancer
4-demethoxydaunorubicin	treatment	hepatoma
18f-fluorodeoxyglucose	treatment	pancreatic_carcinoma
1-methyl-4-phenyl-1,2,5,6-tetrahydropyridine	treatment	parkinsonism
5-aminolaevlinic_acid_methylester	treatment	actinic_keratosis
11-deoxycortisol	treatment	adrenocortical_hyperfunction
4-pba	treatment	sap
1,25-dihydroxyvitamin_d	treatment	chronic_renal_insufficiency
4-hc	treatment	cll
1-methiq	treatment	mes
17b-estradiol	treatment	brain_injury
18f-fluoride	treatment	coronary_atherosclerotic_plaque
4-hydroxy-2-nonenal	treatment	osteosarcoma
2,7-dichlorofluorescein_diacetate	treatment	reactive_oxygen_species_production
25-oh_vitamin_d	treatment	tad
4-aminoquinoline	treatment	atherosclerosis
3,4-diaminopyridine	treatment	small_cell_lung_cancer
17beta-estradiol	treatment	neuroblastoma
12-o-tetradecanoylphorbol-13-acetate	treatment	ebv
5-ala	treatment	tumour
3c-pitc	treatment	hypersensitivity
12-o-tetradecanoly_phorbol-13-acetate	treatment	skin_tumors
25-hydroxycholecalciferol	treatment	alcoholic
1-methylxanthine	treatment	neurotoxicity
4-chlorodiphenyl_ether	treatment	endometriosis
11beta-hydroxysteroid	treatment	obesity
1,1,1,3,3-pentafluoropropane	treatment	toxicity
51cr-edta	treatment	pulmonary_sarcoidosis
2,3,7,8-tetrachlorodibenzo-p-dioxin	treatment	endometriosis
2-deoxy-d-glucose	treatment	all
4-demethoxydaunorubicin	treatment	tumor
1,2-dimethylhydrazine	treatment	carcinogenesis
177lu-octreotate	treatment	hematological_toxicity
2-chloroprocaine	treatment	neurotoxicity
1,5-isoquinelinediol	treatment	renal_impairment
4-hydroxynonenal	treatment	aging
1-desamino-8-d-arginine_vasopressin	treatment	hemorrhage
17beta-estradiol	treatment	carcinomas
123i-metaiodobenzylguanidine	treatment	lewy_body_disease
4-bpre	treatment	ra
3-nitropropionic_acid	treatment	neurological_deterioration
17beta-estradiol	treatment	pituitary_tumors
17b-estradiol	treatment	genetic_determinants
1,5-anhydro-d-fructose	treatment	af
17beta-estradiol	treatment	breast_cancer
1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine	treatment	death_of_brain_dopaminergic_neurons
4-hpr	treatment	ovarian_cancer
25-hydroxyvitamin_d	treatment	arthritis
1-bromopropane	treatment	neurotoxicity
4-hydroxyaminoquinoline_1-oxide	treatment	pancreatic_carcinoma
18f-fdg	treatment	gliomas
2-chloroadenosine	treatment	seizures
1,25-dihydroxyvitamin_d3	treatment	experimental_autoimmune_encephalomyelitis
2-deoxy-d-glucose	treatment	hyperglycemic
2q33-q34	treatment	breast_cancer
2,4,5-t	treatment	toxicity
4-dimethylaminoazobenzene	treatment	hyperplastic_nodules
1,25-dihydroxycholecalciferol	treatment	postmenopausal_osteoporosis
3h-thymidine	treatment	yoshida_ascites_tumor
13-cra	treatment	renal_cell_carcinoma
4-pba	treatment	myocardial_interstitial_fibrosis
1-amino-4-phenyl-1,2,3,6-tetrahydropyridine	treatment	cytotoxicity
2,3-dimercaptosuccinic_acid	treatment	poisoning
2,4-dichlorophenoxy_acetic_acid	treatment	toxicities
2-cpr	treatment	colon_tumors
4-hne	treatment	metabolic_diseases
4,7-dihydroxycoumarin	treatment	cancer
3-methylcholanthrene	treatment	cd
2-deoxyglucose	treatment	accessory_optic_system
18f-fdg	treatment	anti-glomerular_basement_membrane_disease
1-deamino-8-d-arginine_vasopressin	treatment	chronic_renal_failure
3,4-dihydroxyacetophenone	treatment	intrauterine_growth_retardation
13-cis-retinoic_acid	treatment	basal_cell_nevus_syndrome
1,25-dihydroxyvitamin_d3	treatment	colorectal_carcinoma
4-aminoquinoline	treatment	ocular_toxicity
4-epirubicin	treatment	breast_cancer
24,25-dihydroxyvitamin_d	treatment	bone_disease
4-hydroperoxy_ifosfamide	treatment	cancer
2-sec-butylphenyl_methylcarbamate	treatment	toxicity
2,4-dinitrothiocyanobenzene	treatment	hyporesponsiveness
5-aminosalicylic_acid	treatment	hepatotoxicity
25-hydroxyvitamin_d	treatment	allergic_rhinitis
4-o-methyl-pma	treatment	pkc
2-cyano-3,12-dioxoolean-1,9-dien-28-oic_acid	treatment	colon_cancer
18f-fluorodeoxyglucose	treatment	tumor
3-ma	treatment	huvecs
1-palmitoyl-lysophosphatidylcholine	treatment	ischemia
125iodine	treatment	carcinoma_of_the_prostate
5-aminosalicylic_acid	treatment	tumour
2,4-dinitrophenyl	treatment	hepatitis_b
3-deazaneplanocin_a	treatment	cancer
123i-orthoiodohippurate	treatment	renal_diseases
5-aminolevulinic_acid	treatment	gastric_cancer
25ohd	treatment	empyema_thoracis
13-cis-retinoic_acid	treatment	dermatologic_disorders
17-oh_progesterone	treatment	congenital_adrenal_hyperplasia
3-aryl-2-propenoates	treatment	cytotoxicity
2-deoxy-d-galactose	treatment	liver_injury
17-amino_acid_peptide	treatment	toxicity
25-hydroxy_vitamin_d	treatment	cancer
2-hdp	treatment	diabetes
17-dmag	treatment	tumors
3-npa	treatment	impaired_glucose_metabolism
14c-acetaminophen	treatment	nephropathy
25ohd	treatment	gdm
1,25-dihydroxyvitamin_d3	treatment	vd
12-o-tetradecaoylphorbol-13-acetate	treatment	protein_kinase_c
2-methoxyestradiol	treatment	ovarian_cancer
3-ctv	treatment	neuroblastoma
18f-fdg	treatment	stage_i_neuroblastoma
25-hydroxyvitamin_d	treatment	psychiatric
1,3-dipropyl-8-sulfophenylxanthine	treatment	hypertension
4-np	treatment	malformations
18f-fdg	treatment	adrenal_cryptococcosis
3-beta-hydroxy-5-cholenic_acid	treatment	cholestasis
17-ks	treatment	syd
131i-metaiodobenzylguanidine	treatment	leukemia
5-aminolevulinic_acid	treatment	methicillin-resistant_staphylococcus_aureus
3-aminopyridine-2-carboxaldehyde_thiosemicarbazone	treatment	pel
5-aminolaevulinic_acid	treatment	photodynamic_therapy
2-chlorodeoxyadenosine	treatment	idiopathic_hypereosinophilic_syndrome
1,1,1-trichloroethane	treatment	poisoning
5-aminosalicylic_acid	treatment	pyoderma_gangrenosum
17-hydroxysteroid	treatment	bronchial_asthma
2-furfural	treatment	hd
2,4-d	treatment	kidney_slices
3-hydroxy-3-methylglutaryl-coenzyme_a	treatment	chronic_heart_failure
13-cis-retinoic_acid	treatment	neuroblastoma
3_pufas	treatment	sudden_death
3-hydroxy-3-ethylglutaric_acid	treatment	propionic_acidaemia
3-hydroxy-3-methylglutaryl-coa	treatment	ketothiolase_deficiency
2-chlorodeoxyadenosine	treatment	hematologic_malignancies
1-hexylcarbamoyl-5-fluorouracil	treatment	hepatocellular_carcinoma
1,6-diphosphate	treatment	ischemic
5-ala	treatment	photodynamic_diagnosis
2-dg	treatment	endoplasmic_reticulum_stress
18f-thk5351	treatment	dementia
1,2-dithiole-3-thiones	treatment	reverse_transcriptase
2-chlorodeoxyadenosine	treatment	hairy_cell_leukaemia
4-aminoquinolines_chloroquine	treatment	rheumatoid_arthritis
18f-fdg	treatment	ovarian_teratomas
17-ajb	treatment	tumor
5-aminosalicylic_acid	treatment	rheumatoid_arthritis
17beta-estradiol	treatment	cd
18f-dopa	treatment	venous_anomalies
1,4-naphthoquinones	treatment	cancer
1,3-propanediol	treatment	klebsiella_pneumoniae_hsl4
25-hydroxyvitamin_d	treatment	carotid_imt
25-oh_d	treatment	psc
4-azido-2-nitrophenyluridylylpyrophosphate	treatment	gt
25-oh-d3	treatment	juvenile_rheumatoid_arthritis
3-brpa	treatment	hepatocellular_carcinoma
17-ohp-c	treatment	miscarriages
1-carbon	treatment	depression
5,6-dimethylxanthenone-4-acetic_acid	treatment	tumour
25-hydroxyvitamin_d	treatment	pca
4-trifluoromethyl-7-hydroxy-3,3-dimethylindolinyl_analogue_4	treatment	arterial_thrombosis
18f-fdg	treatment	gastric_tumor
19-deoxyicetexone	treatment	toxicity
17beta-estradiol	treatment	hypertrophy
12-o-tetradecanoylphorbol-13-acetate	treatment	hepatoma
3-alpha-methyl-digitoxigenin_glucoside	treatment	acute_cardiac_insufficiency
2-chlorodeoxyadenosine	treatment	macroglobulinemia
3-iodothyronamine	treatment	pcos
13c-phenylalanine	treatment	schizophrenia
1-methyl-4-phenylpyridinium	treatment	neurotoxicity
5-aminosalicylate	treatment	ulcerative_proctitis
3,5-dimethoxy-4-hydroxybenzoic_acid	treatment	sickle_cell_disease
12-deoxyphorbol_13-esters	treatment	tumor
4-hydroperoxycyclophosphamide	treatment	cytotoxicity
2,2-azinobis3-ethylbenzo-thiazoline-6-sulphonic_acid	treatment	ah
1-deoxynojirimycin	treatment	nash
2-chlorodeoxyadenosine	treatment	tumor
4-methylumbelliferone	treatment	hyaluronan_synthesis_and_retards_cancer
2,3-butanedione_monoxime	treatment	characteristic_dysfunction
4-methylthiobenzoic_acid	treatment	ototoxicity
2,4-dichlorophenol	treatment	genetic_algorithm
3-methyl-1-phenyl-2-pyrazolin-5-one	treatment	sad
4-methylcatechol	treatment	diabetic
17beta-estradiol	treatment	lung_carcinoma
